CENTRALWAVELNG,BANDWIDTH,PL_TRANDEP,PL_TRANDEPERR1,PL_TRANDEPERR2,PL_TRANDEP_AUTHORS,PL_RATROR,PL_RATRORERR1,PL_RATRORERR2,PL_RATROR_AUTHORS,PL_RADJ,PL_RADJERR1,PL_RADJERR2,PL_RADJ_AUTHORS,PL_TRANMID,PL_TRANMIDERR1,PL_TRANMIDERR2,ST_RAD,ST_RADERR1,ST_RADERR2,ST_RAD_AUTHORS
1.36121,0.00681,0.55803,0.00299,-0.00299,Cadieux et al. 2024,0.0747,0.0002,-0.0002,Calculated,0.1569,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.37489,0.00687,0.54917,0.00315,-0.00315,Cadieux et al. 2024,0.07411,0.00021,-0.00021,Calculated,0.1557,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.38871,0.00694,0.5523,0.00306,-0.00306,Cadieux et al. 2024,0.07432,0.00021,-0.00021,Calculated,0.1561,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.40267,0.00701,0.54614,0.00302,-0.00302,Cadieux et al. 2024,0.0739,0.0002,-0.0002,Calculated,0.1553,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.41677,0.00708,0.55509,0.00329,-0.00329,Cadieux et al. 2024,0.0745,0.00022,-0.00022,Calculated,0.1565,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.431,0.00716,0.55749,0.00315,-0.00315,Cadieux et al. 2024,0.07467,0.00021,-0.00021,Calculated,0.1569,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.44539,0.00723,0.55154,0.00308,-0.00308,Cadieux et al. 2024,0.07427,0.00021,-0.00021,Calculated,0.156,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.45991,0.0073,0.54891,0.00312,-0.00312,Cadieux et al. 2024,0.07409,0.00021,-0.00021,Calculated,0.1557,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.47459,0.00737,0.54836,0.00322,-0.00322,Cadieux et al. 2024,0.07405,0.00022,-0.00022,Calculated,0.1556,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
1.48941,0.00745,0.55875,0.00346,-0.00346,Cadieux et al. 2024,0.07475,0.00023,-0.00023,Calculated,0.157,0.0022,-0.0022,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
